id,account_state,risk_level,date_of_birth,state,zipcode,platform,created_at
301571,complete,2,1984-10-01,IL,61108,android,2016-07-04 18:03:12.791166
301611,complete,1,1987-01-14,FL,34446,android,2016-07-04 18:30:45.184479
343454,complete,2,1992-07-10,FL,33948,android,2016-07-18 13:58:02.276217
301561,complete,3,1973-03-29,MO,63043,ios,2016-07-04 17:59:17.107454
301566,complete,2,1976-02-05,SC,29407,android,2016-07-04 18:00:00.390327
301568,complete,2,1984-12-04,CA,91331,android,2016-07-04 18:01:06.354972
301572,complete,2,1991-09-17,TX,78154,ios,2016-07-04 18:01:00.793572
343447,complete,2,1969-03-27,IL,60660,ios,2016-07-18 13:54:31.672755
301574,complete,1,1984-12-31,FL,32259,android,2016-07-04 18:06:22.777367
301591,complete,1,1986-06-20,FL,33125,ios,2016-07-04 18:08:42.589674
301619,complete,1,1975-12-21,OK,73118,android,2016-07-04 18:30:06.627004
343449,complete,2,1986-10-22,MD,20774,ios,2016-07-18 13:58:09.648063
301581,complete,2,1973-03-06,CA,94121,ios,2016-07-04 18:06:26.110324
301584,complete,1,1987-06-22,TX,77015,ios,2016-07-04 18:22:31.636236
301623,complete,1,1989-12-26,WI,53718,android,2016-07-04 18:32:01.981111
301624,closed,2,1986-05-21,TX,77089,ios,2016-07-04 18:43:42.049464
301582,complete,2,1978-07-18,TX,78232,ios,2016-07-04 18:08:08.928657
301586,complete,1,1992-06-03,NJ,07031,ios,2016-07-04 18:11:31.384822
301590,closed,1,1997-10-07,IL,60539,android,2016-07-04 18:12:27.613402
301610,closed,1,1995-07-29,MI,49331,android,2016-07-04 18:24:14.880745
301600,complete,2,1986-09-04,MO,65202,ios,2016-07-04 20:41:31.767315
333852,complete,2,1994-07-19,VA,23693,ios,2016-07-18 13:55:39.785026
301575,complete,2,1986-03-13,FL,32547,android,2016-07-04 18:08:07.577842
301589,closed,2,1991-10-08,SD,57105,android,2016-07-04 18:12:29.184124
301592,complete,2,1987-10-12,CA,90035,android,2016-07-04 18:12:48.095684
301617,complete,2,1980-10-01,AR,72401,ios,2016-07-04 18:25:20.519236
343485,complete,2,1975-05-16,TX,78413,android,2016-07-18 14:27:46.275833
301636,complete,1,1991-04-23,TX,75134,ios,2016-07-30 03:53:40.188462
301637,complete,2,1985-11-03,CA,95403,android,2016-07-04 18:43:52.559288
301650,complete,2,1994-09-04,CA,95825,ios,2016-07-04 18:47:03.739914
401238,complete,2,1980-03-04,PA,19139,ios,2016-07-29 16:02:59.998393
301618,complete,1,1988-07-26,AZ,85213,android,2016-07-04 18:40:59.269675
343453,complete,2,1977-11-12,MA,01602,android,2016-07-18 22:07:14.152418
301602,complete,2,1988-06-06,CA,91604,android,2016-07-04 18:18:18.896027
343456,complete,2,1992-03-12,MA,02453,ios,2016-07-18 14:14:04.744498
301608,complete,3,1987-06-13,VA,23230,ios,2016-07-04 18:20:17.471424
301604,complete,3,1985-07-19,CA,93422,ios,2016-07-04 18:22:54.380887
301607,complete,2,1982-11-23,NY,10009,android,2016-07-04 18:25:05.250027
301626,complete,2,1992-01-29,FL,32303,ios,2016-07-04 18:35:36.712766
301628,complete,2,1993-02-12,ME,04072,ios,2016-07-04 18:37:50.864696
301641,complete,1,1997-01-28,GA,31302,ios,2016-07-04 18:48:42.641486
301603,complete,1,1963-09-06,NY,14580,ios,2016-07-04 18:50:45.023994
301642,complete,2,1992-05-19,IA,50265,ios,2016-07-04 18:53:22.753075
300380,complete,1,1997-12-24,MA,02301,android,2016-07-04 05:47:13.967628
301614,complete,2,1982-04-17,KY,42431,ios,2016-07-04 18:24:22.929459
343457,complete,1,1990-11-09,FL,33314,android,2016-07-18 14:02:20.941716
301613,complete,1,1991-02-03,IL,60610,ios,2016-07-04 18:42:56.068179
301564,complete,2,1974-08-07,IL,60190,ios,2016-07-04 18:21:29.756386
301615,complete,1,1978-05-09,KS,67672,ios,2016-07-04 18:26:13.574586
301621,complete,2,1993-09-03,CA,94121,ios,2016-07-04 18:31:01.383968
301635,complete,2,1988-09-28,OH,44105,android,2016-07-04 18:45:44.502546
343459,complete,2,1984-07-19,IN,46319,android,2016-07-18 14:06:47.983514
301630,complete,1,1983-10-26,NE,68114,android,2016-07-04 18:37:39.079755
301632,complete,2,1986-04-01,FL,33157,ios,2016-07-04 18:38:33.53321
301638,complete,1,1994-01-08,MI,48082,ios,2016-07-04 18:43:04.97901
301577,complete,1,1993-02-11,VA,23060,ios,2016-07-04 18:47:35.910507
301649,complete,2,1991-07-25,NV,89115,android,2016-07-04 18:48:42.938529
301665,complete,2,1986-04-12,VA,22306,android,2016-07-04 18:57:51.018689
301656,complete,2,1991-10-09,TX,78245,ios,2016-07-04 18:54:28.128337
301694,complete,1,1991-12-21,PA,18964,android,2016-07-04 19:11:31.497176
301176,complete,1,1998-02-08,CA,91709,ios,2016-07-04 18:54:14.423768
301662,complete,2,1997-08-21,IN,46561,ios,2016-07-04 18:54:03.12667
301696,closed,1,1989-10-16,SC,29010,android,2016-07-04 19:09:52.629957
301660,complete,2,1981-01-28,PA,18940,ios,2016-07-04 18:56:24.246033
301659,complete,1,1989-04-21,IL,60438,android,2016-07-04 18:56:18.834231
301674,complete,1,1987-09-09,CA,93304,ios,2016-07-04 19:02:49.137731
301676,complete,1,1996-08-09,CA,92354,ios,2016-07-04 19:02:25.644952
301666,complete,1,1993-07-18,FL,34433,android,2016-07-04 18:57:14.363595
301654,complete,1,1978-05-12,AR,71832,android,2016-07-04 18:57:33.362073
301675,complete,3,1981-11-30,TX,75082,ios,2016-07-04 19:07:12.881423
301688,complete,2,1985-03-21,PA,19119,android,2016-07-04 19:05:57.20806
301661,complete,2,1991-04-01,OR,97392,ios,2016-07-04 18:57:55.12094
301663,complete,2,1992-05-15,MD,20602,ios,2016-07-04 18:58:44.430725
301692,complete,2,1991-11-17,TX,75791,android,2016-07-04 19:07:40.420984
301668,complete,1,1986-12-20,TX,75077,ios,2016-07-04 18:58:38.460009
301673,complete,2,1972-04-29,CA,91411,ios,2016-07-04 18:59:00.111959
301690,closed,1,1965-09-23,FL,33327,ios,2016-07-04 19:07:47.919179
301701,complete,2,1982-04-26,MI,48638,ios,2016-07-04 19:11:55.6016
301693,complete,2,1987-12-15,FL,32824,ios,2016-07-04 19:10:05.452163
301679,closed,1,1995-01-19,NY,10031,ios,2016-07-04 19:02:56.843985
301671,complete,1,1989-02-09,GA,31088,ios,2016-07-04 19:04:23.210572
301699,complete,1,1991-12-16,KS,66502,ios,2016-07-04 19:09:24.329026
301697,complete,1,1998-07-03,CT,06851,ios,2016-07-04 19:09:22.021466
301667,complete,2,1990-04-14,OH,43220,android,2016-07-04 19:10:32.183151
301706,complete,2,1989-09-22,FL,32539,ios,2016-07-04 19:18:58.752098
301698,complete,2,1982-12-07,IL,62948,android,2016-07-04 19:13:29.575488
301743,complete,1,1986-09-06,DC,20019,android,2016-07-04 19:38:09.72689
301709,complete,2,1994-10-01,MD,20895,ios,2016-07-04 19:21:11.316954
343461,complete,2,1978-05-19,OH,44811,android,2016-07-18 14:03:44.342647
301757,complete,2,1980-12-17,GA,30078,ios,2016-07-04 19:31:46.663719
301782,complete,1,1993-02-26,TN,38229,android,2016-07-04 19:51:18.934056
301713,complete,2,1974-04-21,OK,74070,ios,2016-07-05 21:54:36.328183
287910,closed,1,1992-08-30,TX,78251,android,2016-06-27 17:10:22.510855
301716,complete,2,1990-12-04,TX,78704,ios,2016-07-04 19:17:14.263896
301758,complete,2,1985-09-14,GA,30134,ios,2016-07-04 19:40:22.738051
301722,complete,1,1993-08-05,MA,02191,ios,2016-07-04 20:19:35.071562
301719,complete,1,1997-04-09,IN,47438,ios,2016-07-04 19:22:12.528336
343467,complete,2,1994-02-24,UT,84041,android,2016-07-18 14:07:08.26211
301720,complete,1,1996-05-15,SC,29715,ios,2016-07-04 19:24:11.326225
301724,complete,2,1995-04-07,MD,20879,android,2016-07-04 19:25:04.2423
301751,complete,1,1988-12-30,MI,49650,ios,2016-07-04 19:28:45.037663
301747,complete,2,1976-12-07,NC,27520,android,2016-07-04 19:34:21.545679
301767,complete,2,1986-04-15,TX,79764,ios,2016-07-04 19:44:32.906605
301732,complete,1,1979-05-18,AZ,85009,android,2016-07-06 05:55:22.972691
301728,complete,2,1993-08-29,WV,26062,ios,2016-07-04 19:23:14.696355
343465,complete,2,1979-10-04,GA,31029,android,2016-07-18 14:09:02.506379
301755,complete,1,1994-06-05,KS,66061,ios,2016-07-04 19:45:07.241647
301779,closed,1,1990-03-30,GA,31811,ios,2016-07-04 19:49:02.608718
301793,complete,3,1967-12-15,OH,44126,ios,2016-07-04 22:12:18.303817
301700,complete,1,1992-06-18,GA,30815,ios,2016-07-04 19:16:40.357728
301708,complete,1,1990-07-01,PA,18360,ios,2016-07-04 19:18:14.65028
343466,complete,2,1984-09-24,AZ,85260,android,2016-07-18 14:03:28.737976
301726,complete,2,1990-09-30,MA,02145,android,2016-07-04 19:19:05.736263
301735,complete,2,1980-09-25,NJ,07728,android,2016-07-04 19:22:29.14295
301745,complete,2,1981-09-09,VA,24201,android,2016-07-04 19:27:09.627374
301771,complete,1,1980-01-29,OH,44052,ios,2016-07-04 19:40:37.258575
301760,complete,2,1992-01-12,NC,27510,ios,2016-07-04 19:42:42.583663
301729,complete,2,1996-04-12,PA,16635,android,2016-07-04 20:41:21.26264
343468,complete,2,1984-08-14,OH,45238,android,2016-07-18 14:09:58.131388
284606,complete,2,1981-03-19,FL,33803,android,2016-06-25 04:01:14.170638
301736,in_closing_process,1,1994-12-01,OR,97015,android,2016-07-04 19:22:52.98418
343469,complete,2,1981-05-03,NY,11225,ios,2016-07-29 20:56:28.670224
301737,complete,1,1988-12-06,OR,97402,android,2016-07-04 19:27:09.091325
301761,complete,1,1992-08-05,KY,40517,ios,2016-07-04 19:35:22.301977
301741,closed,1,1991-03-15,AL,35212,ios,2016-07-04 19:31:23.11115
343471,complete,2,1996-05-03,IL,60030,android,2016-07-18 14:10:42.298344
343478,complete,2,1980-03-06,NY,11691,android,2016-07-18 14:14:37.301198
336517,complete,1,1991-11-21,SC,29412,ios,2016-07-16 02:42:21.001419
301803,complete,2,1995-08-14,TX,77363,ios,2016-07-04 19:57:15.595341
343474,closed,2,1981-11-28,IA,50266,android,2016-07-18 14:07:56.985402
301748,complete,3,1981-01-16,AZ,85048,android,2016-07-04 19:31:18.21728
301749,complete,1,1991-08-13,NE,68104,ios,2016-07-04 19:31:06.670885
343475,complete,2,1988-12-25,NC,27601,android,2016-07-23 16:23:06.261264
301753,complete,1,1990-07-26,WV,25702,android,2016-07-04 19:33:15.795291
301759,complete,1,1997-02-12,NY,10304,ios,2016-07-04 19:35:19.91016
301682,complete,1,1989-03-21,CA,94015,ios,2016-07-04 19:30:54.943805
301546,complete,1,1985-11-11,MA,02118,ios,2016-07-04 19:34:07.349666
343477,complete,3,1985-09-21,OH,45324,ios,2016-07-18 14:12:23.448652
301765,closed,2,1987-07-09,TX,78245,ios,2016-07-04 19:40:54.519477
301773,complete,1,1995-02-06,WI,54128,android,2016-07-04 19:47:24.042816
301796,complete,2,1964-06-10,MA,02122,ios,2016-07-04 19:54:08.637382
301807,closed,2,1982-12-18,IL,60510,android,2016-07-04 20:01:27.201383
301810,complete,2,1983-12-09,MI,48021,android,2016-07-04 20:07:00.001814
301841,closed,1,1981-11-10,VA,22030,android,2016-07-04 20:26:28.515597
301770,complete,2,1973-10-18,IA,51104,ios,2016-07-04 21:00:17.030046
301885,complete,1,1995-01-22,MD,20902,android,2016-07-04 20:54:08.024741
301766,complete,2,1983-08-23,WA,98118,android,2016-07-04 19:41:08.141826
301762,complete,1,1990-12-11,TX,77625,ios,2016-07-04 19:36:50.879248
343480,complete,2,1974-02-07,MO,63901,ios,2016-07-18 14:14:58.877588
343481,complete,2,1994-10-16,NY,12550,ios,2016-07-18 14:14:36.960441
336797,complete,2,1983-06-15,GA,30339,android,2016-07-16 04:38:09.136424
301769,closed,1,1996-04-13,NV,89434,ios,2016-07-04 19:45:34.392386
301861,closed,3,1978-08-21,NM,87122,ios,2016-07-04 20:31:26.336452
301776,complete,2,1988-12-27,FL,34120,ios,2016-07-04 19:48:53.357565
301774,complete,2,1984-02-23,PA,19134,android,2016-07-30 15:59:35.85409
301787,complete,2,1972-05-28,OH,44907,android,2016-07-04 19:55:30.985705
301852,complete,1,1973-07-24,MD,21075,ios,2016-07-04 20:27:36.156382
301857,complete,3,1990-11-30,TX,75251,android,2016-07-04 20:30:55.119909
301785,complete,1,1986-10-12,NJ,08046,ios,2016-07-16 13:20:40.218337
301777,complete,2,1992-07-02,WA,98802,ios,2016-07-04 19:46:10.465853
336827,complete,2,1990-04-11,NJ,07726,android,2016-07-16 04:56:18.702909
301790,complete,1,1993-04-21,TX,77006,ios,2016-07-04 19:53:12.331909
301792,complete,2,1985-08-12,TN,37188,android,2016-07-04 19:55:30.668172
301805,complete,1,1992-06-19,MO,64804,android,2016-07-04 19:58:29.750019
301789,complete,1,1976-08-15,MO,63033,ios,2016-07-04 20:00:16.990263
52495,complete,1,1993-04-08,CA,90056,ios,2016-07-04 20:11:54.19185
301780,complete,2,1991-09-23,CA,95835,ios,2016-07-04 20:08:25.69404
301835,complete,2,1987-04-18,OH,43068,android,2016-07-04 20:15:04.969243
301830,complete,2,1984-01-12,PA,18655,android,2016-07-04 20:18:08.162612
301850,closed,2,1979-12-20,IL,60177,ios,2016-07-04 20:23:34.86337
301851,complete,2,1996-10-12,MI,48044,ios,2016-07-04 20:33:11.743034
301879,complete,1,1971-03-07,NY,11233,android,2016-07-04 20:40:28.616208
301871,complete,2,1982-11-27,OK,73160,android,2016-07-04 20:41:04.944646
301890,complete,2,1986-06-26,MD,21216,ios,2016-07-05 01:58:01.713766
301864,complete,1,1993-07-27,WA,98201,ios,2016-07-05 17:23:44.999811
301781,complete,1,1982-09-24,CO,81521,ios,2016-07-13 19:31:21.746238
301795,complete,1,1988-10-12,SC,29940,ios,2016-07-04 19:54:09.644421
343484,complete,1,1981-05-28,FL,33015,android,2016-07-18 14:10:16.297104
301817,complete,2,1983-12-04,AL,35004,android,2016-07-04 20:21:59.730228
343486,complete,2,1984-07-02,NY,14070,ios,2016-07-18 14:13:00.308577
301797,complete,1,1978-10-09,TN,37062,android,2016-07-04 19:56:05.480743
301808,complete,1,1982-06-25,VA,22102,android,2016-07-19 21:58:13.044796
301799,complete,2,1986-11-27,TX,77084,android,2016-07-04 19:58:31.496475
301818,complete,2,1994-08-04,CO,80550,ios,2016-07-04 20:17:42.317408
301836,complete,2,1982-07-01,IA,52175,ios,2016-07-04 20:17:48.222143
301842,complete,2,1994-08-10,TX,78610,ios,2016-07-04 20:22:04.226676
301853,complete,2,1990-10-29,IL,60466,android,2016-07-04 20:25:10.310454
301874,complete,2,1961-07-22,OH,44143,android,2016-07-04 20:44:40.221943
355160,complete,1,1986-08-26,CA,94509,android,2016-07-22 14:23:33.818424
301802,complete,2,1985-01-11,AL,35223,ios,2016-07-04 19:59:40.776559
301809,complete,2,1965-12-23,IL,60560,ios,2016-07-05 02:41:50.44264
301878,complete,1,1989-01-08,IL,60639,ios,2016-07-04 20:37:06.204686
301881,complete,2,1991-08-16,MA,02140,android,2016-07-04 20:37:24.010872
301887,complete,2,1968-04-09,CA,93101,ios,2016-07-16 20:11:28.107118
240122,complete,2,1988-09-10,VA,24019,android,2016-07-04 20:25:05.63022
301812,complete,1,1977-12-06,NJ,08816,ios,2016-07-04 20:10:25.599891
301844,complete,1,1995-02-19,MO,63630,android,2016-07-04 20:26:32.424473
301856,closed,2,1991-03-28,FL,32837,android,2016-07-04 20:26:18.766433
301827,complete,1,1982-04-18,MA,02740,ios,2016-07-04 20:12:09.628734
301828,complete,2,1987-04-10,MI,48324,ios,2016-07-04 20:12:26.594849
301858,complete,3,1981-11-18,OR,97266,android,2016-07-04 20:27:36.465361
279087,complete,1,1984-06-20,FL,32257,android,2016-07-04 07:19:42.985166
234693,complete,1,1969-01-07,NJ,07737,ios,2016-07-04 20:23:55.290167
301875,complete,2,1977-05-14,MO,63123,ios,2016-07-04 20:34:10.508404
301866,complete,1,1984-03-02,FL,33604,android,2016-07-04 20:34:20.117103
301848,complete,2,1986-02-08,VT,05452,android,2016-07-04 20:23:49.337531
301826,complete,2,1983-10-20,CO,80249,android,2016-07-04 20:30:03.100186
301873,complete,2,1993-06-29,CT,06605,ios,2016-07-04 20:38:46.897053
301867,complete,1,1996-04-29,TX,78221,ios,2016-07-04 20:30:25.091922
301859,in_closing_process,2,1972-06-21,MS,39189,ios,2016-07-04 20:30:34.829611
301876,complete,2,1994-05-09,GA,30040,ios,2016-07-04 20:40:12.672615
301895,complete,2,1989-01-13,IN,46240,android,2016-07-04 20:45:44.463071
301884,complete,1,1972-11-13,SC,29483,android,2016-07-04 20:41:49.151518
301880,closed,2,1994-06-21,NV,89146,ios,2016-07-04 20:42:28.823123
301891,complete,2,1986-10-17,MS,39560,ios,2016-07-04 20:42:52.111695
301888,complete,2,1981-03-12,OK,74107,android,2016-07-04 20:44:20.204356
301896,complete,2,1977-06-06,TX,77385,android,2016-07-04 20:51:37.282707
301902,complete,2,1986-03-13,UT,84606,ios,2016-07-06 08:50:32.742336
301898,complete,2,1983-02-05,TX,78259,ios,2016-07-04 20:44:43.491574
301930,complete,3,1964-09-05,NJ,08098,ios,2016-07-04 21:47:30.27142
301893,complete,2,1968-05-25,SC,29646,ios,2016-07-04 20:45:29.352242
301897,complete,2,1991-10-29,GA,30103,android,2016-07-04 20:47:31.102218
343488,complete,2,1988-09-17,IL,60805,android,2016-07-18 14:11:41.023822
301966,complete,2,1992-08-09,KY,42101,android,2016-07-04 21:17:28.611769
301894,complete,2,1969-02-09,IL,60442,android,2016-07-04 20:48:27.768328
301951,complete,3,1990-08-26,CA,94121,ios,2016-07-04 21:09:33.378051
301868,complete,2,1978-10-29,WI,54729,ios,2016-07-04 20:32:10.351768
301921,complete,1,1992-10-04,CA,90007,ios,2016-07-04 20:56:16.749231
301918,complete,1,1994-07-15,NY,14445,android,2016-07-04 20:56:43.377064
301922,complete,2,1983-12-03,IA,52302,android,2016-07-04 20:56:32.275694
301906,complete,2,1984-06-05,LA,70820,ios,2016-07-04 20:52:08.060154
301907,complete,1,1997-03-07,NY,14094,ios,2016-07-04 20:52:23.020092
301915,complete,2,1984-10-24,NJ,07058,ios,2016-07-04 20:56:45.243735
301933,complete,2,1966-11-14,OR,97305,android,2016-07-04 21:02:20.273013
301937,complete,3,1984-03-04,VA,22191,ios,2016-07-04 21:02:46.448191
301920,complete,2,1995-10-27,AZ,85281,ios,2016-07-04 20:55:13.302918
301903,complete,2,1953-06-11,PA,17745,android,2016-07-04 20:55:46.624119
301971,complete,2,1993-12-14,VA,22079,android,2016-07-06 03:05:07.791634
301947,complete,1,1986-05-23,NJ,08030,android,2016-07-05 01:32:33.241141
301914,complete,1,1993-12-13,CA,91913,ios,2016-07-04 20:58:05.611442
301924,closed,2,1972-08-01,TN,37075,ios,2016-07-04 20:58:20.986595
301968,complete,1,1986-01-09,FL,34743,android,2016-07-04 21:17:18.072681
301934,complete,1,1992-03-27,CA,92399,ios,2016-07-04 21:00:56.849022
301981,complete,2,1972-05-03,TX,77494,ios,2016-07-06 23:51:06.887195
301959,complete,1,1995-04-18,WI,53208,ios,2016-07-04 21:14:35.087941
301969,complete,2,1992-05-12,NY,10941,ios,2016-07-04 21:19:52.794459
301954,complete,1,1992-10-05,MD,21117,ios,2016-07-04 21:17:09.374162
301932,complete,3,1991-07-20,IL,60647,android,2016-07-04 21:01:37.021674
301945,complete,2,1986-12-16,ID,83402,ios,2016-07-04 21:06:27.148193
301949,complete,2,1983-09-26,OK,73013,android,2016-07-04 21:08:58.135099
301955,complete,1,1973-02-01,CA,91701,ios,2016-07-04 21:11:12.833038
301948,complete,2,1996-09-24,WA,98292,ios,2016-07-04 21:11:41.236999
301952,complete,2,1973-05-29,IL,60634,ios,2016-07-04 21:13:32.004318
301961,complete,2,1988-07-18,OR,97203,ios,2016-07-04 21:14:51.681925
301973,complete,2,1978-02-21,TX,77450,android,2016-07-04 21:22:23.643225
302026,complete,2,1978-06-23,TX,75077,ios,2016-07-04 21:43:51.415333
302020,complete,1,1988-07-08,MO,63135,android,2016-07-04 21:49:55.729105
302030,closed,1,1991-10-21,IA,30096,android,2016-07-04 23:46:03.524405
301953,complete,2,1982-01-13,TX,76548,android,2016-07-04 21:12:31.147066
302015,complete,2,1974-07-04,MD,20886,android,2016-07-23 01:24:57.104025
301956,complete,1,1963-09-01,SC,29212,android,2016-07-04 21:17:55.472192
301960,complete,2,1998-01-28,CA,94063,ios,2016-07-04 21:19:45.197416
302021,complete,2,1977-07-03,IN,46201,ios,2016-07-04 22:56:28.022482
301990,complete,3,1981-08-19,MA,02186,android,2016-07-05 13:44:01.424678
301965,complete,2,1989-09-16,OH,44230,android,2016-07-04 21:23:23.323282
301970,complete,2,1979-02-09,MA,02649,android,2016-07-04 21:21:37.789948
301972,complete,1,1977-09-09,VA,20191,android,2016-07-04 21:19:38.064613
301978,complete,1,1993-03-30,VA,20121,ios,2016-07-04 21:22:03.174374
302008,complete,2,1990-09-21,FL,32164,ios,2016-07-04 21:33:45.868367
301985,complete,1,1995-10-14,NY,12901,android,2016-07-04 21:28:27.672012
302019,complete,2,1993-02-05,MD,20712,android,2016-07-04 21:45:10.330658
301987,complete,1,1977-05-04,NJ,07306,android,2016-07-04 21:23:58.235161
343494,complete,2,1991-11-27,PA,19403,ios,2016-07-18 14:21:48.473045
301976,complete,2,1988-06-11,OR,97070,ios,2016-07-04 21:25:48.504718
343495,complete,2,1988-05-26,OH,44410,ios,2016-07-18 14:13:26.744279
301994,complete,2,1994-09-17,NY,11590,android,2016-07-04 21:32:20.142766
302001,complete,1,1994-01-29,MS,39202,ios,2016-07-04 21:37:31.857048
301988,complete,2,1996-12-21,TX,76116,ios,2016-07-04 21:29:17.492527
24927,complete,2,1982-05-18,NY,12901,ios,2016-07-04 21:25:24.992885
301993,complete,2,1987-08-31,FL,33050,ios,2016-07-04 21:28:41.336967
301998,closed,2,1990-06-21,CA,90744,ios,2016-07-04 21:31:27.98702
302011,complete,3,1985-01-12,TX,77379,ios,2016-07-04 21:33:45.154332
301999,complete,2,1983-07-05,FL,32780,android,2016-07-07 19:01:47.46693
302000,complete,2,1994-09-15,NJ,08021,android,2016-07-04 21:56:06.202479
302005,complete,2,1990-04-30,FL,33173,ios,2016-07-04 21:34:59.482613
343498,complete,2,1994-09-11,TN,37347,ios,2016-07-18 14:18:49.842318
302003,complete,2,1996-04-21,VT,05851,android,2016-07-04 21:52:52.015987
302075,complete,2,1987-02-22,AL,36532,ios,2016-07-29 23:37:08.926235
302050,complete,2,1983-05-22,GA,31520,android,2016-07-04 21:59:54.833676
302009,complete,2,1992-11-27,MD,21401,ios,2016-07-04 21:39:23.133421
302016,complete,2,1979-06-15,PA,19146,ios,2016-07-04 21:41:23.282926
302040,complete,2,1997-04-05,NM,87113,ios,2016-07-04 21:58:56.170993
302014,complete,2,1987-08-18,TX,75025,android,2016-07-04 21:38:15.606331
302033,complete,2,1989-11-02,GA,30314,ios,2016-07-04 21:52:14.053136
301899,complete,2,1987-01-30,FL,33155,ios,2016-07-04 20:48:00.251019
302018,complete,2,1976-05-10,PA,17404,ios,2016-07-04 21:40:06.434089
302023,complete,1,1995-03-19,CT,06877,ios,2016-07-04 21:44:08.664009
302037,complete,2,1985-06-07,GA,30339,android,2016-07-04 21:50:50.225932
302042,closed,1,1996-04-16,FL,33189,ios,2016-07-04 21:57:27.866791
301916,complete,1,1988-06-17,NC,28025,android,2016-07-04 20:57:44.130578
302031,complete,2,1994-06-10,TX,77445,ios,2016-07-04 21:46:43.553432
302079,complete,1,1973-03-21,NY,10305,android,2016-07-04 22:23:03.485488
302028,complete,2,1992-06-02,NY,10455,android,2016-07-04 21:48:53.569067
302083,complete,1,1995-06-01,PA,15909,android,2016-07-04 22:22:26.687301
302034,complete,1,1987-05-13,TX,76310,ios,2016-07-04 21:52:17.158744
302038,complete,2,1969-03-08,FL,33322,ios,2016-07-04 21:54:29.438012
92881,complete,2,1991-11-23,NY,11428,ios,2016-07-04 22:12:28.015884
302073,complete,2,1972-08-04,TX,79423,android,2016-07-04 22:15:12.954102
302044,complete,2,1991-03-13,LA,70601,ios,2016-07-04 21:56:54.364089
302071,complete,1,1993-10-13,GA,30458,ios,2016-07-04 22:14:42.751241
302070,complete,2,1990-05-16,CT,06512,ios,2016-07-04 22:14:36.157929
302048,complete,2,1987-03-07,NC,27616,ios,2016-07-04 21:57:11.97985
302086,complete,2,1989-10-09,GA,30318,ios,2016-07-09 13:31:51.746
302045,complete,3,1979-10-27,VA,20111,android,2016-07-04 21:58:51.794035
302052,complete,2,1990-03-27,MD,20712,ios,2016-07-04 21:59:33.122626
302051,complete,2,1978-02-25,NY,13357,android,2016-07-04 22:01:05.422208
302055,closed,1,1987-11-03,OH,43723,ios,2016-07-04 22:00:39.353255
302058,complete,2,1977-08-19,NH,03101,ios,2016-07-04 22:02:39.151185
302046,complete,1,1987-12-26,SC,29910,android,2016-07-04 22:03:31.110239
302061,complete,2,1989-01-05,KS,67207,android,2016-07-04 22:06:48.696853
264527,complete,2,1994-05-09,NC,27523,android,2016-06-04 01:04:44.320858
302078,complete,2,1981-09-09,PA,17319,ios,2016-07-04 22:27:23.048214
302054,complete,2,1960-11-06,CO,80526,ios,2016-07-04 22:08:58.412342
302081,complete,2,1990-11-14,TX,75024,ios,2016-07-04 22:23:09.862975
302084,complete,1,1990-04-20,IN,46845,ios,2016-07-04 22:26:46.872422
302082,complete,1,1991-06-17,VA,23455,android,2016-07-04 22:21:22.287056
249229,complete,2,1985-01-01,WA,98445,android,2016-07-04 22:24:17.107423
302080,complete,1,1996-01-07,AZ,86406,android,2016-07-04 22:24:06.901031
302100,complete,2,1993-03-15,TX,78753,ios,2016-07-04 22:33:15.719195
302089,complete,2,1972-01-17,OH,44705,ios,2016-07-04 22:37:08.098844
302093,complete,2,1983-09-14,NE,68355,android,2016-07-04 22:30:46.049405
302106,closed,2,1984-07-06,FL,32225,android,2016-07-04 22:38:03.672541
302107,complete,1,1985-10-30,CA,93550,android,2016-07-04 22:40:47.351655
302134,complete,2,1980-08-18,MN,55428,android,2016-07-04 22:51:41.229685
343503,complete,2,1994-08-16,WV,26505,ios,2016-07-22 15:57:10.302287
302158,complete,1,1990-02-02,FL,33612,android,2016-07-04 23:04:26.933209
302164,complete,2,1995-06-24,MN,56361,android,2016-07-04 23:11:19.980844
302142,closed,1,1980-09-03,FL,33127,ios,2016-07-07 18:42:46.349292
302096,complete,1,1991-10-01,GA,31419,ios,2016-07-04 22:35:29.442447
302099,complete,2,1971-04-05,TX,77346,android,2016-07-04 22:35:11.832592
187696,complete,2,1989-09-03,VA,23462,ios,2016-07-05 16:19:25.312972
302102,complete,2,1970-09-07,LA,70119,android,2016-07-04 22:35:34.370376
302160,complete,2,1951-09-28,FL,32097,ios,2016-07-04 23:32:54.113179
302098,complete,1,1993-06-29,GA,31301,ios,2016-07-04 22:40:19.361223
302119,complete,2,1993-05-16,ND,58237,android,2016-07-04 22:41:20.49211
302112,complete,2,1987-07-18,TX,75214,ios,2016-07-04 22:43:39.198092
302117,complete,2,1973-07-12,AZ,85615,android,2016-07-04 22:44:20.45922
302116,complete,2,1985-09-08,NC,28278,ios,2016-07-04 22:44:20.074583
302111,complete,2,1993-08-03,OK,73112,ios,2016-07-04 22:51:27.598117
302146,complete,2,1990-11-08,GA,30546,android,2016-07-04 22:58:20.775407
302139,complete,2,1989-01-08,IL,60605,ios,2016-07-04 22:58:24.464241
302153,complete,2,1995-06-26,CA,95816,ios,2016-07-04 23:01:18.745623
